id,course,wandCore,sex,bloodStatus,house,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,Care of magical creatures exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
86,5,phoenix feather,female,pure-blood,Hufflepuff,159,91,66,81,100,35,61,33,80,65,41,68,17,75.51224576414346,8,10,25,1,9,26,1,-6,-8,-2,24,4,-2,16,-5,-16,5,-1,2,2,8,0,-1,5,-1,-9,-11,13,-4,10,15,2,0,26,0,5,0,-5,5,8
87,2,unicorn hair,female,half-blood,Slytherin,190,75,77,67,100,34,87,50,79,82,60,93,93,97.08257387392223,1,22,6,5,-12,-20,4,4,13,8,16,1,19,-9,6,11,-1,13,4,5,0,4,1,1,14,5,5,10,1,2,3,19,0,7,0,11,0,12,7,-8
88,7,dragon heartstring,female,half-blood,Gryffindor,4,6,40,53,73,11,30,0,38,41,47,41,20,99.01405451639364,-8,-2,0,-18,4,1,5,-4,0,-6,-25,5,2,3,-16,1,0,3,-6,-5,-7,8,4,6,1,19,-23,7,18,0,23,4,-4,0,10,-6,1,-7,7,9
89,3,dragon heartstring,male,half-blood,Slytherin,-229,3,20,3,48,18,2,0,0,0,0,0,88,91.12439677171767,9,-2,-6,-12,-2,-6,-25,1,-10,0,-7,1,-15,-19,-9,-7,-60,-2,5,-6,0,-11,31,-5,4,5,-9,-1,-12,-4,-4,-3,-7,4,-22,2,-8,-3,-7,-7
90,3,unicorn hair,female,half-blood,Gryffindor,30,29,47,50,83,27,52,23,49,55,53,55,56,86.64668244362235,-6,-10,5,10,13,-7,1,5,-7,-4,4,-7,3,-9,23,5,-4,6,-12,5,4,-6,13,-1,-5,26,2,3,11,10,2,-8,-20,-17,10,-4,4,-2,-4,-2
91,7,dragon heartstring,male,half-blood,Gryffindor,34,28,44,60,80,5,36,3,43,55,39,29,43,93.6984255341167,1,0,6,2,12,-3,-5,-4,5,8,6,3,8,7,2,-5,5,-19,0,0,3,-4,-11,9,-1,2,-7,-17,-8,5,1,7,-1,2,19,-3,5,-17,-2,23
92,2,dragon heartstring,male,half-blood,Ravenclaw,128,83,72,66,100,26,40,46,51,65,39,49,59,88.89314520558217,-2,5,17,4,9,-1,0,-4,5,9,4,0,-25,25,16,4,-2,9,-1,-1,1,12,3,-10,10,-2,8,-11,0,0,15,5,14,-5,-3,4,3,3,9,1
93,2,dragon heartstring,female,half-blood,Hufflepuff,-13,40,29,36,82,7,42,14,44,30,40,42,11,77.43476040300696,10,3,-14,0,-21,4,-5,-2,0,14,-8,4,-2,-2,6,-4,-17,-4,3,2,-19,2,18,-5,20,5,7,-3,-10,2,7,18,-13,4,7,-22,11,0,2,-11
94,1,dragon heartstring,male,pure-blood,Slytherin,-155,23,28,3,56,28,13,0,8,21,12,13,92,64.17776212106165,6,-3,-9,6,-21,-3,-5,-1,-17,0,-8,-11,-1,4,2,-4,7,-2,-8,-8,10,-1,-4,3,-7,-22,-11,-13,-4,-18,2,2,20,-6,1,-15,-5,-22,13,-2
95,1,phoenix feather,male,muggle-born,Hufflepuff,69,32,41,60,76,3,44,21,49,54,44,50,21,93.24063435196877,-13,-11,-9,-5,7,-16,-13,-1,3,6,-9,19,23,7,14,18,6,-4,6,23,1,-15,7,-1,-3,7,-4,20,2,13,12,4,-5,-13,-3,4,-8,-13,14,-1
96,7,phoenix feather,female,half-blood,Gryffindor,44,81,60,24,93,21,27,2,66,45,54,17,21,88.48799385345623,25,-5,4,-1,-1,-14,2,-4,-4,4,-3,0,-25,-11,9,-6,6,17,-3,4,4,1,-1,5,-3,-6,-1,-13,6,-6,6,-4,-5,9,4,15,2,15,7,15
97,2,unicorn hair,female,half-blood,Slytherin,211,88,62,65,100,35,62,36,67,69,72,71,79,96.96398053521904,0,22,2,14,1,24,-1,-7,0,9,3,9,14,6,-1,4,-15,-4,3,11,12,8,9,-2,17,-3,3,2,26,2,-3,24,6,-5,3,-3,17,2,4,-2
98,1,dragon heartstring,male,half-blood,Hufflepuff,-2,15,26,49,69,1,66,6,41,50,62,62,69,96.10185385368096,5,-9,-1,-3,-2,-3,-11,3,-11,-16,-4,0,6,-11,-2,-1,10,-6,2,1,0,11,2,1,18,-2,0,0,1,3,-7,-4,-2,22,9,0,-2,-9,3,7
99,2,unicorn hair,female,muggle-born,Gryffindor,73,60,44,47,98,7,56,3,53,37,58,57,18,85.3220878989099,-1,14,3,-6,23,1,1,0,-29,9,3,-3,2,-7,-1,5,-4,-1,6,-14,14,-15,12,7,-7,7,-6,3,5,-1,8,15,1,3,5,8,2,-9,16,4
100,1,unicorn hair,male,half-blood,Slytherin,-128,6,41,18,43,25,4,0,7,13,0,33,60,79.78167494578669,-1,-3,-4,3,-16,5,3,-11,-14,-6,-4,6,-11,-4,5,4,2,4,-3,-5,-14,-15,-2,-1,-16,-9,-5,-6,-5,-19,2,11,-11,19,0,13,-4,-7,1,-10
101,4,unicorn hair,male,half-blood,Gryffindor,-43,12,30,12,78,22,22,0,28,27,41,19,21,97.9362266936374,4,-15,-2,-21,21,-13,11,-9,4,-9,2,-9,-14,10,-1,3,-9,-17,4,-26,-6,-7,10,-2,-25,3,20,4,-2,16,8,6,-12,-6,17,3,-3,10,7,2
102,6,dragon heartstring,female,half-blood,Hufflepuff,3,34,38,58,72,7,46,0,43,27,46,49,25,92.94333783327602,5,0,1,-11,1,-1,-5,-10,14,-13,-4,-1,16,-6,15,0,-15,3,16,-3,-8,0,-3,3,9,-10,8,1,3,6,1,9,-15,7,-1,-4,9,-18,-3,7
103,5,dragon heartstring,male,half-blood,Ravenclaw,3,79,62,11,66,1,25,2,48,45,29,22,34,80.1663722853434,-1,-24,10,7,-22,-3,1,-4,4,13,13,6,3,9,-7,-4,2,12,-2,-18,10,-4,4,9,9,-5,-18,-3,1,1,-2,0,7,-3,0,3,-2,9,-4,-4
104,3,unicorn hair,male,half-blood,Ravenclaw,31,64,55,47,75,19,28,17,41,43,18,39,62,84.76159931700758,7,1,-6,-23,-5,15,-1,26,-5,1,-15,-2,0,6,-15,8,5,-7,14,5,4,4,-2,16,4,-9,11,10,5,8,-13,-4,2,-3,-9,-5,-2,15,-6,-4
105,2,unicorn hair,female,half-blood,Slytherin,163,80,61,52,100,35,43,41,71,78,43,40,94,99.53742210636847,4,1,12,-4,6,11,15,-1,9,-2,6,13,5,9,-1,23,1,-3,12,0,6,7,19,2,-2,-2,0,-2,13,-1,-2,2,2,-18,3,7,-2,-2,9,8
106,7,dragon heartstring,female,half-blood,Ravenclaw,74,46,56,48,66,15,55,15,49,66,57,65,13,83.07010885380566,4,0,-1,6,-3,4,-1,8,5,-5,-16,4,8,5,4,7,11,-2,7,14,4,8,5,0,16,6,9,8,-22,0,0,4,-19,-1,1,10,8,-9,5,-18
107,1,phoenix feather,female,half-blood,Ravenclaw,110,64,43,51,76,11,63,22,65,68,69,60,8,86.34333872521654,-6,-2,19,1,-8,-1,5,5,-13,-11,0,-5,26,12,-1,-2,-1,4,4,-8,7,2,-5,22,-20,5,1,4,7,-3,27,-4,10,6,25,-2,-5,6,9,0
108,3,phoenix feather,female,half-blood,Gryffindor,2,31,40,46,73,4,28,5,45,30,23,44,13,92.35931902658194,0,2,-18,11,4,9,-4,0,-8,4,1,15,8,4,13,-6,-7,-3,-2,-5,17,-1,-3,-2,3,-18,2,-10,-3,-2,10,4,-10,2,17,-6,6,0,0,-22
109,7,phoenix feather,female,half-blood,Gryffindor,88,74,74,56,100,8,62,28,48,41,55,61,61,74.33343164262145,1,-4,1,-2,2,21,10,3,2,-4,-6,2,2,17,3,7,0,12,1,26,3,-9,-15,3,-1,23,-2,1,11,-17,11,-1,-5,1,-10,10,8,-8,-9,0
110,5,unicorn hair,female,half-blood,Slytherin,45,62,50,59,73,0,39,2,35,16,11,30,93,82.88895648490995,0,1,4,-5,-3,16,13,-14,9,2,3,-3,15,0,-4,-2,2,-2,-2,2,-11,9,-17,-2,3,10,7,7,-3,10,3,3,-32,6,9,-2,-1,3,-2,13
111,1,phoenix feather,female,muggle-born,Ravenclaw,96,18,52,55,100,14,56,28,59,60,59,55,4,72.72738528129786,2,-3,5,20,8,17,11,14,-8,18,-2,-1,16,-18,13,2,10,0,-5,-7,1,2,-3,11,-8,-2,-9,-19,0,-9,20,4,-1,12,-10,3,14,-2,1,-1
112,3,unicorn hair,female,pure-blood,Hufflepuff,30,72,58,40,84,7,68,18,59,45,92,71,59,99.28261986791676,-3,-5,-3,5,-8,9,-8,-4,-2,0,13,-3,8,-2,6,-2,7,-2,1,-2,9,5,4,-8,-4,2,3,0,-8,14,-3,-12,-18,3,6,-2,25,9,-4,4
113,1,phoenix feather,male,half-blood,Ravenclaw,106,57,66,61,82,23,64,16,76,49,62,48,3,87.01976377103836,0,0,-3,2,-1,-3,8,0,23,-19,3,2,-2,7,4,9,14,-16,11,-7,3,5,-2,6,26,-2,6,5,-9,-6,12,2,-4,24,3,23,-3,2,-11,-6
114,5,unicorn hair,male,muggle-born,Hufflepuff,89,31,50,44,100,9,55,23,56,61,55,50,64,80.31324666092979,7,12,9,5,-4,4,7,-2,-12,17,17,9,-10,7,5,3,0,-11,-6,-3,-3,-10,29,5,11,5,7,-24,-1,4,0,5,3,26,-3,-3,-1,9,-24,0
115,5,phoenix feather,male,muggle-born,Ravenclaw,16,80,36,29,87,7,44,4,34,48,44,41,42,91.52956387260929,5,0,6,-1,10,-15,6,8,-17,6,12,0,-3,6,-1,-6,-2,10,2,2,0,-2,11,10,-1,-3,-2,-17,9,-2,-4,-27,3,-1,-10,-5,0,4,10,15
116,1,phoenix feather,female,half-blood,Hufflepuff,124,73,60,68,100,7,53,29,73,55,52,55,28,74.42663109500675,3,3,-3,-12,8,-6,7,14,18,-1,-1,-5,-5,9,1,3,2,-2,23,-10,3,10,-4,-5,4,22,3,2,20,-3,-4,-5,-2,2,8,2,8,-2,2,17
117,3,dragon heartstring,female,half-blood,Ravenclaw,87,58,51,63,79,32,74,33,55,53,83,68,63,93.59996612022562,1,-1,-11,18,1,12,1,0,-9,3,-3,25,-1,-10,8,0,15,7,-2,-6,1,25,3,-14,0,-10,10,0,5,0,-8,3,5,-2,7,4,-2,29,5,-22
118,7,unicorn hair,female,half-blood,Gryffindor,156,26,60,72,100,43,82,14,54,54,73,76,34,92.89597318856977,0,-3,4,23,-7,17,0,0,1,3,8,-5,-4,-3,-1,2,8,1,19,6,-2,7,-1,-6,16,7,-1,20,-1,3,10,-10,-7,4,9,-9,21,12,4,11
119,6,unicorn hair,female,muggle-born,Hufflepuff,51,24,48,36,82,7,28,26,50,46,41,21,57,95.81901920230268,-5,2,-6,-1,-9,0,4,-13,10,5,26,-14,-2,-1,-2,1,-4,-7,-2,-3,9,4,-3,-6,28,0,10,-12,-1,15,14,7,6,-6,7,-11,-1,10,4,-2
120,4,dragon heartstring,male,half-blood,Gryffindor,9,35,49,49,66,3,51,15,32,34,53,58,33,99.11095619900152,-2,-11,-2,-4,-9,13,12,3,8,-4,-9,1,5,13,5,-1,0,-1,-10,-2,6,-4,18,4,-8,-10,17,-2,-9,-3,-1,-5,0,-15,21,9,4,-27,8,1
121,6,unicorn hair,female,pure-blood,Hufflepuff,105,63,65,69,100,8,78,19,45,39,63,65,61,93.89618041955822,-1,-1,-15,-1,4,0,-6,15,1,6,-20,7,1,-8,6,2,11,7,-4,9,3,17,7,8,16,1,2,11,-3,21,-9,29,-3,4,13,2,-7,4,-1,-23
122,7,unicorn hair,female,half-blood,Hufflepuff,59,31,71,52,83,3,73,0,46,39,53,73,42,61.46361079035538,9,-18,4,24,-4,-9,9,-17,-15,-4,0,20,-6,-7,4,3,-7,5,11,4,-9,24,9,4,-15,12,-3,3,-9,4,21,5,13,0,-16,0,4,4,-5,7
123,3,dragon heartstring,male,half-blood,Gryffindor,6,81,34,48,64,11,43,2,11,69,42,37,32,99.69185520894825,-9,-6,1,0,-13,-8,6,-4,3,20,-7,-1,-13,0,-3,7,1,-4,2,5,15,0,-3,-11,8,5,5,8,6,2,1,7,-9,4,-1,9,5,-5,2,-19
124,6,dragon heartstring,male,half-blood,Ravenclaw,50,32,51,49,90,3,46,0,56,66,45,42,40,90.14723821664033,-6,8,-6,-12,-4,0,-3,-7,-7,20,-8,-5,3,3,7,-3,-8,-4,-3,-9,26,3,8,5,1,6,15,-6,6,-5,18,3,-8,2,20,-8,4,-15,7,12
125,4,dragon heartstring,female,half-blood,Hufflepuff,32,31,48,50,95,0,38,14,34,47,42,46,41,36.202337447962584,0,1,9,13,-7,3,14,-4,0,-4,3,1,0,6,5,7,5,14,1,-10,-16,5,-19,0,10,3,-19,-1,6,-13,1,-11,11,-7,9,3,1,6,-4,10
126,6,phoenix feather,male,half-blood,Hufflepuff,121,75,59,62,100,27,66,31,50,49,84,80,20,94.28820617613383,8,0,-3,-6,-2,3,-3,-7,-5,-5,4,5,6,3,10,15,-2,19,-1,5,-6,-3,5,-1,11,-5,15,1,4,5,10,-4,2,21,3,3,-8,0,10,14
127,2,unicorn hair,female,half-blood,Hufflepuff,130,66,74,67,100,22,68,51,53,74,57,70,48,98.41363998035544,7,4,-18,2,-3,0,13,2,-2,-2,-1,16,-6,5,3,-17,22,3,5,5,7,10,-1,-14,2,2,-4,20,8,2,7,0,16,11,-16,19,9,5,11,-2
128,6,phoenix feather,female,half-blood,Gryffindor,-73,37,29,15,69,17,26,0,30,34,60,11,44,93.84886812767945,-2,2,5,16,-17,16,-1,12,3,-10,-6,-2,-6,-17,1,9,-1,0,9,11,-12,17,-18,2,-26,10,-28,-3,0,-3,-6,-2,-2,-9,-3,-2,-1,-2,-13,6
129,7,phoenix feather,male,muggle-born,Gryffindor,27,28,47,36,80,24,39,6,52,44,41,39,24,96.89032156020403,2,0,4,0,-24,19,-15,-19,3,8,-2,9,17,0,3,3,2,-3,-8,7,2,3,2,15,-3,-1,-20,2,-6,2,3,-3,13,-2,-10,1,-9,6,20,6
130,5,unicorn hair,female,muggle-born,Gryffindor,-50,40,34,21,65,63,17,0,34,12,23,18,42,83.09333678387463,-16,1,2,2,-1,1,-6,-1,-23,-2,0,4,11,6,4,-3,-15,4,0,15,-23,4,4,-7,2,-6,2,5,-3,-9,3,1,-15,-14,14,8,8,-20,9,4
131,3,phoenix feather,female,pure-blood,Gryffindor,-40,39,33,40,75,20,28,13,48,19,8,31,21,81.09586050373285,-3,-4,3,2,-5,4,-1,11,5,-2,-2,3,4,-14,17,-8,-4,9,7,-28,1,4,5,-4,4,4,-14,-5,-15,-3,4,-2,-14,-8,0,8,7,-4,-6,4
132,7,dragon heartstring,male,half-blood,Hufflepuff,38,13,57,60,100,16,50,0,37,49,53,47,69,95.91438150382601,-1,-8,-8,3,19,-4,2,9,3,3,29,-5,-13,-6,2,3,0,-3,2,9,2,-7,7,-1,1,-8,-4,6,0,-5,3,10,0,-5,18,-2,2,-5,-4,-6
133,3,unicorn hair,female,half-blood,Ravenclaw,29,13,55,45,66,3,39,7,44,38,45,41,68,93.92132632201537,-5,9,-1,-6,4,3,-4,-3,17,-1,-29,-4,-4,2,-11,-7,0,13,5,-14,2,18,-6,8,-6,-4,23,1,-4,-1,7,-4,12,15,-4,-12,4,9,6,1
134,4,phoenix feather,male,half-blood,Gryffindor,163,64,59,79,100,2,87,40,74,54,58,16,62,94.76985185174271,4,10,27,27,8,2,22,-21,5,-16,12,-5,-3,-1,0,-8,4,3,-2,10,-8,8,2,-6,22,2,11,-2,5,7,1,23,2,-7,21,-6,-3,9,2,2
135,1,unicorn hair,male,half-blood,Ravenclaw,86,64,53,67,100,16,58,33,58,48,60,66,21,83.95284371270225,-7,2,12,-10,2,-7,-2,-1,-3,-1,-2,-1,8,5,-3,15,-2,1,10,-8,7,6,-5,4,-5,9,-3,-9,16,-1,11,5,6,1,5,22,20,-19,-4,12
136,2,dragon heartstring,male,half-blood,Hufflepuff,50,25,56,62,93,9,51,19,41,55,54,56,52,90.85358235804722,4,0,21,7,4,-12,2,9,5,8,-1,9,-2,-1,-15,-10,6,2,-7,6,-1,3,0,-3,-16,19,10,6,-14,2,-11,2,7,-16,3,4,14,-1,1,6
137,6,phoenix feather,female,half-blood,Gryffindor,152,68,61,66,100,20,77,23,87,71,86,80,31,87.5410610539379,1,-2,21,4,-6,-2,11,-18,-11,-11,-3,9,3,18,18,1,-7,12,1,-5,4,1,2,-2,11,16,4,22,8,-4,11,14,1,8,3,14,5,5,4,-9
138,1,phoenix feather,female,pure-blood,Hufflepuff,-28,26,34,55,81,10,30,0,17,30,44,35,59,99.36076947701382,8,-2,-21,-6,14,-1,-12,1,0,-6,9,-1,-9,11,-22,-19,17,-1,-5,1,3,-4,-2,-2,9,5,3,0,-11,-8,-2,2,17,-3,-3,5,9,-4,-3,5
139,7,unicorn hair,male,half-blood,Hufflepuff,31,52,56,63,82,3,61,15,57,27,55,60,62,90.78435689496234,10,2,6,-11,3,-19,-2,4,4,2,-8,6,-3,1,9,2,7,14,5,5,3,-3,2,12,19,-10,-6,-22,4,6,-5,6,-2,8,2,1,-17,-5,7,-6
140,5,phoenix feather,male,pure-blood,Slytherin,-167,11,16,28,45,43,21,0,14,13,38,15,79,98.46479493426159,1,-8,-4,-9,1,5,2,1,-5,-4,-20,-4,0,-7,-1,1,-14,-2,-2,2,1,-14,1,-7,2,6,2,-2,3,-24,0,-16,-11,-6,8,-25,-10,-22,12,2
141,6,unicorn hair,male,pure-blood,Ravenclaw,67,85,36,76,87,6,60,31,49,60,62,78,18,62.84834267781614,-11,7,8,13,-3,12,3,5,21,-21,9,-1,-1,5,-4,10,-3,28,-14,0,-2,-9,-8,2,23,-3,-17,12,3,-7,-1,-4,-8,8,2,-9,9,0,6,7
142,6,dragon heartstring,female,half-blood,Slytherin,55,30,42,64,73,29,39,36,38,41,56,40,82,80.52520654269277,-4,6,10,-2,-2,-12,5,4,19,-1,7,2,2,-1,-5,-2,1,6,2,-9,-6,19,-11,3,-2,9,-15,1,-4,4,4,12,8,-1,3,1,-5,2,13,-6
143,1,unicorn hair,male,muggle-born,Gryffindor,34,78,30,52,65,1,48,29,47,42,46,59,47,87.53956462076292,-3,2,0,11,7,-9,-2,-1,11,-7,8,11,9,-3,-18,3,-4,-21,1,-4,2,0,2,23,8,0,8,8,25,23,4,-8,-25,5,-24,-3,0,-4,-7,6
144,2,dragon heartstring,female,pure-blood,Slytherin,137,76,72,60,100,30,65,12,58,66,87,54,88,95.34391896090062,-2,0,-12,0,-8,5,-17,4,-3,-13,5,6,7,15,25,5,21,5,1,1,5,18,-15,-1,5,6,3,3,-2,-5,-4,9,10,7,26,-6,11,17,1,4
145,1,phoenix feather,female,half-blood,Gryffindor,104,54,67,60,93,0,77,27,62,69,92,70,39,98.03329774897578,25,12,1,-1,17,-2,2,-3,2,-4,-3,6,-15,12,-3,-6,7,-1,13,-4,-6,3,14,1,-6,1,8,14,-5,3,15,-1,8,-14,2,17,5,6,-12,-4
146,7,dragon heartstring,female,half-blood,Ravenclaw,29,54,45,60,52,0,44,14,54,44,43,29,28,86.82926704693944,15,2,3,-1,13,1,11,-8,19,4,-2,5,-19,-4,10,0,5,6,3,-1,-1,-3,8,15,19,-7,1,-6,-21,-3,-2,-6,4,-2,4,-21,-3,-6,3,-6
147,6,phoenix feather,male,half-blood,Slytherin,-157,12,16,12,58,38,12,0,14,7,7,5,82,56.58329293780739,-1,-10,-11,-17,-1,1,2,-3,-10,-11,5,0,0,1,-5,-8,0,-8,3,-4,-6,-5,-15,-5,-2,-14,-3,-4,-13,-13,-9,20,1,-6,-1,-26,21,-4,-2,6
148,1,dragon heartstring,female,pure-blood,Hufflepuff,122,71,43,59,100,6,61,34,51,71,47,59,34,97.65007418611303,-14,-1,7,-3,-3,8,26,10,2,7,18,-20,-7,3,5,-2,2,24,7,10,2,-1,8,-15,5,-4,17,5,6,-3,10,9,14,-9,15,0,2,-9,-8,-1
149,3,dragon heartstring,male,half-blood,Slytherin,-124,43,28,14,60,23,25,0,27,32,17,35,84,25.336478841035344,-15,-5,-2,-3,14,-25,-12,1,-5,2,16,-1,-7,5,-9,-4,2,-6,-5,2,0,-24,-8,-8,13,-3,-13,-1,3,-4,0,-1,-22,-1,-4,-3,8,-6,2,5
150,2,dragon heartstring,male,half-blood,Hufflepuff,64,72,69,61,91,5,43,15,60,56,43,38,5,84.10231994983167,3,-7,12,12,1,5,-3,8,2,3,-16,-4,1,-2,13,6,1,8,8,-2,1,17,14,8,-5,7,15,-3,-7,11,7,0,-23,-5,-6,-2,-20,4,4,-2
151,2,dragon heartstring,female,pure-blood,Slytherin,68,68,31,50,72,6,24,6,81,28,20,24,79,81.83644642227112,11,2,-6,10,-2,-2,-3,0,9,10,-9,21,-1,-9,-6,-10,-3,2,6,-8,5,-1,5,-2,3,17,6,15,-6,-3,18,-9,20,-7,-2,-20,16,-4,2,3
152,4,unicorn hair,male,half-blood,Hufflepuff,-13,48,28,27,69,22,34,16,25,42,17,13,39,87.47050185158785,2,-10,1,5,14,-8,-2,-1,2,6,7,8,1,4,2,-3,-4,0,23,15,-2,5,-5,5,-24,-7,0,-1,-2,-14,1,1,-13,1,-7,-6,2,-10,-2,3
153,2,unicorn hair,male,half-blood,Gryffindor,46,40,56,43,66,14,52,10,56,56,52,45,13,96.09550078166649,-14,-1,-12,0,-5,14,2,5,-1,2,2,-9,-2,-1,-7,6,16,-11,-3,21,2,-3,6,-2,-4,-4,20,6,3,-3,-6,5,11,20,1,-9,2,6,-2,-5
154,5,phoenix feather,female,half-blood,Ravenclaw,167,91,75,67,100,10,50,37,84,52,53,60,50,95.70195051492192,1,1,-7,5,-8,27,3,8,-3,-6,6,-2,-7,10,1,24,-9,-5,6,14,12,-3,22,22,9,13,-18,-3,6,2,-7,0,-5,20,2,7,-18,26,24,-3
155,3,unicorn hair,male,half-blood,Slytherin,-142,14,27,2,53,19,16,0,7,4,0,21,86,86.97626788687319,0,-24,2,-1,1,-2,10,-2,3,6,-9,-1,5,-6,0,4,-3,-1,-12,-12,0,1,11,0,-7,-19,-5,-2,9,9,-18,-18,-10,-8,-6,-1,1,-15,-13,-9
156,7,unicorn hair,female,half-blood,Gryffindor,47,45,61,51,89,8,26,25,31,37,24,20,32,97.97173754195683,7,-5,11,7,3,5,6,9,0,3,-7,18,-3,8,-6,7,-1,4,-3,-5,-20,4,-8,2,-3,9,3,2,11,-10,-2,-6,-9,14,-12,7,-1,4,9,-5
157,7,dragon heartstring,female,muggle-born,Gryffindor,125,94,65,76,100,3,54,20,81,55,56,51,31,99.48240570418304,9,-8,8,14,25,14,3,17,6,-7,-12,1,-1,4,9,22,1,5,-2,3,11,-6,-12,-3,-5,23,7,7,12,-5,-4,-2,1,12,0,0,-9,-5,9,-17
158,1,phoenix feather,female,half-blood,Gryffindor,44,66,64,50,85,12,46,4,33,53,44,50,51,76.1189886612144,13,-1,9,23,-4,-4,-4,6,-1,0,-2,4,-4,5,7,0,-23,0,-3,7,15,-2,16,-23,13,-2,-3,-2,-1,2,-14,-17,-5,-2,14,-4,13,21,0,-3
159,1,unicorn hair,male,muggle-born,Ravenclaw,125,59,53,48,100,9,77,31,58,50,100,67,53,99.70748856306116,13,-3,2,11,4,13,5,11,4,-4,4,-6,6,-19,-5,-2,24,0,-2,5,-16,10,4,10,14,4,7,10,10,7,6,3,5,3,-5,1,9,-27,3,6
160,7,dragon heartstring,male,half-blood,Gryffindor,75,25,45,64,88,12,54,18,60,60,52,61,40,77.62016676754989,-1,-4,-3,4,4,-7,0,11,-5,1,-6,-22,21,-6,13,11,-4,7,3,13,-7,20,6,-1,6,17,-2,-8,1,4,-9,-2,-3,4,-1,22,-6,3,-6,7
161,5,dragon heartstring,male,half-blood,Ravenclaw,213,86,60,59,100,34,86,45,65,74,92,89,15,93.66128377732821,11,-1,3,7,4,2,22,-6,7,0,8,-2,-2,8,11,10,-3,6,7,14,-14,-19,21,-4,-19,24,29,10,7,8,7,9,-2,-1,-7,2,6,23,18,9
162,6,dragon heartstring,male,half-blood,Slytherin,-181,19,8,0,57,22,7,0,8,20,7,0,72,85.56983456999421,-8,-2,-10,2,6,5,0,-7,-11,7,5,-2,2,-2,-2,-8,-4,-5,-8,-4,-10,-21,-3,-1,-1,-12,8,-11,-6,-17,-8,-20,-10,-6,-8,-14,2,-12,3,12
163,3,unicorn hair,female,half-blood,Ravenclaw,87,74,59,35,100,3,55,18,55,45,57,70,23,94.98921243357472,7,2,0,-3,-17,-2,5,3,5,-2,-11,-2,13,17,1,4,0,-4,2,4,6,6,17,-4,1,-2,1,-5,4,-1,23,1,6,-1,-5,3,6,2,-4,11
164,6,unicorn hair,female,muggle-born,Hufflepuff,119,72,65,60,100,25,48,41,81,65,48,52,24,92.54140157136135,-9,-4,-13,13,16,7,-2,4,-3,11,-3,5,2,6,8,0,3,-2,1,17,17,-2,13,3,4,3,6,7,-4,-3,14,16,7,0,3,1,-10,-2,-11,0
165,5,unicorn hair,male,half-blood,Gryffindor,92,74,57,58,74,8,50,12,50,68,51,51,19,68.41987159726351,3,15,-20,0,20,17,4,7,6,-2,-5,-1,5,8,3,4,1,20,9,-5,6,-2,7,8,-4,11,-18,-3,0,-11,1,1,-14,0,4,-7,-4,18,17,-7
166,6,unicorn hair,male,half-blood,Hufflepuff,-1,23,43,42,82,12,28,0,31,43,44,19,62,97.33943874016404,-12,-1,10,-7,1,1,-1,0,-4,6,11,9,-4,19,0,1,2,-12,0,6,0,-2,-20,-22,-6,3,11,12,0,6,-7,-4,15,7,23,-5,1,-22,-11,-5
167,4,phoenix feather,female,half-blood,Gryffindor,116,82,76,57,76,4,59,4,48,63,61,53,36,84.58687802829206,14,-5,9,5,-7,5,-18,2,2,-7,-1,-5,1,14,-2,0,4,-6,-3,8,-1,26,8,4,9,-2,-3,-7,0,25,3,-7,12,2,8,3,18,-3,7,4
168,1,phoenix feather,female,muggle-born,Hufflepuff,64,14,63,53,85,8,51,10,47,53,49,57,68,96.10701009514742,3,-17,5,-11,3,-17,24,1,0,-16,9,-7,3,0,11,3,-1,26,8,-4,-11,-21,-6,6,26,2,3,10,-5,18,-16,-8,19,0,-9,1,-2,11,10,13
169,5,dragon heartstring,female,half-blood,Slytherin,128,38,59,72,97,10,57,26,49,62,56,69,88,98.85897237990943,4,21,-15,0,-10,6,5,-3,0,8,-3,5,12,-12,6,16,-3,2,-5,26,21,7,-4,2,8,-1,8,5,5,6,14,12,-2,-7,-3,3,-4,5,2,-9
170,5,dragon heartstring,female,half-blood,Ravenclaw,107,65,56,71,87,18,79,31,82,65,82,82,36,98.84025958546897,-1,3,-3,12,9,23,-10,-3,0,17,25,0,-22,9,-8,-1,-4,6,10,17,1,7,3,-3,3,-1,2,6,-6,0,-1,0,-15,-16,17,-1,1,5,0,26
171,5,dragon heartstring,male,pure-blood,Hufflepuff,144,68,65,90,100,27,74,29,69,66,45,83,61,87.36509918287754,-3,6,2,4,-8,-6,10,2,-6,7,4,5,1,0,-8,23,0,13,4,0,4,12,22,22,2,-2,-14,8,2,1,-1,-2,4,0,-6,0,1,25,13,3
172,6,dragon heartstring,male,half-blood,Hufflepuff,168,83,71,69,95,19,82,49,84,66,91,87,21,77.76953876123547,5,4,7,-21,13,9,10,-25,5,8,0,-23,8,-4,-2,8,6,21,7,3,-2,-3,6,-9,8,1,6,-1,24,13,-6,6,6,1,11,9,1,13,21,24
